order_id,customer_id,order_date,product_id,product_category,quantity,price_per_unit,total_amount
O00402,C0159,2023-09-04,P117,Groceries,5.0,460.71,2303.55
O00403,C0067,2022-10-09,P016,Books,7.0,1138.09,7966.63
O00404,C0110,2022-01-14,P057,Groceries,5.0,591.79,2958.95
O00405,C0184,2023-10-06,P062,Groceries,15.0,388.94,5834.1
O00406,C0004,2022-07-03,P003,Electronics,20.0,551.72,11034.4
O00407,C0184,2022-10-31,P030,Fashion,17.0,306.12,5204.04
O00408,C0111,2023-12-08,P078,Electronics,11.0,1423.55,15659.05
O00409,C0066,2023-04-15,P075,Home,14.0,726.22,10167.08
O00410,C0106,2023-05-17,P121,Electronics,17.0,371.56,6316.52
O00411,C0143,2023-03-16,P079,Toys,15.0,1457.08,21856.2
O00412,C0188,2023-10-19,P002,Electronics,15.0,844.71,12670.65
O00413,C0129,2023-07-06,P051,Fashion,12.0,1408.52,16902.24
O00414,C0080,2022-05-28,P014,Electronics,14.0,188.1,2633.4
O00415,C0037,2022-01-21,P046,Groceries,9.0,738.38,6645.42
O00416,C0144,2023-12-23,P007,Toys,18.0,682.56,12286.08
O00417,C0062,2022-05-12,P049,,,,22182.4
O00418,C0030,2022-03-10,P056,Home,11.0,213.29,2346.19
O00419,C0165,2022-07-04,P028,Books,12.0,909.81,10917.72
O00420,C0100,2022-03-12,P006,Fashion,19.0,433.87,8243.53
O00421,C0119,2022-09-29,P011,Home,13.0,389.83,5067.79
O00422,C0029,2022-08-03,P023,Toys,12.0,1168.53,14022.36
O00423,C0021,2022-05-13,P100,Toys,10.0,285.35,2853.5
O00424,C0037,2022-11-24,P005,Home,20.0,1373.02,27460.4
O00425,C0018,2022-03-08,P128,Electronics,7.0,41.36,289.52
O00426,C0123,2022-03-13,P107,Groceries,6.0,671.78,4030.68
O00427,C0121,2023-03-18,P040,Groceries,17.0,220.71,3752.07
O00428,C0090,2022-11-09,P035,Fashion,13.0,1137.27,14784.51
O00429,C0007,2022-12-05,P026,Books,14.0,1167.72,16348.08
O00430,C0030,2023-04-06,P064,Toys,11.0,658.58,7244.38
O00431,C0168,2023-11-05,P002,Toys,16.0,1370.07,21921.12
O00432,C0135,2023-02-05,P096,Fashion,2.0,1268.86,2537.72
O00433,C0051,2022-12-02,P001,Fashion,7.0,866.59,6066.13
O00434,C0067,2022-11-17,P087,Fashion,9.0,1350.35,12153.15
O00435,C0101,2022-09-11,P126,Books,2.0,1282.23,2564.46
O00436,C0118,2022-01-18,P016,Electronics,11.0,319.59,3515.49
O00437,C0156,2022-11-06,P062,Books,13.0,625.48,8131.24
O00438,C0138,2023-10-15,P128,Books,15.0,1191.3,17869.5
O00439,C0154,2022-07-29,P055,Electronics,11.0,1219.82,13418.02
O00440,C0193,2023-09-04,P073,,,,1046.1
O00441,C0014,2023-12-21,P093,Fashion,5.0,210.06,1050.3
O00442,C0157,2022-03-31,P024,Toys,2.0,1494.76,2989.52
O00443,C0043,2022-03-23,P055,Toys,4.0,316.8,1267.2
O00444,C0002,2023-09-22,P027,Groceries,14.0,369.24,5169.36
O00445,C0026,2023-01-11,P089,Electronics,4.0,334.16,1336.64
O00446,C0037,2023-02-19,P020,Groceries,15.0,53.19,797.85
O00447,C0090,2023-03-11,P096,Home,11.0,338.07,3718.77
O00448,C0094,2023-04-17,P110,Books,16.0,325.11,5201.76
O00449,C0108,2023-08-01,P029,Groceries,4.0,868.63,3474.52
O00450,C0080,2022-04-01,P120,Books,15.0,1133.35,17000.25
O00451,C0170,2022-05-08,P129,Fashion,2.0,753.65,1507.3
O00452,C0024,2022-10-17,P028,Groceries,14.0,834.94,11689.16
O00453,C0118,2023-08-02,P112,Groceries,8.0,658.34,5266.72
O00454,C0136,2023-05-19,P023,Home,4.0,402.28,1609.12
O00455,C0130,2023-08-27,P006,Electronics,10.0,747.0,7470.0
O00456,C0031,2022-10-21,P058,Fashion,2.0,760.04,1520.08
O00457,C0129,2023-10-19,P026,Home,9.0,763.03,6867.27
O00458,C0092,2023-01-10,P063,Books,14.0,599.05,8386.7
O00459,C0049,2022-06-02,P019,Electronics,17.0,431.46,7334.82
O00460,C0005,2023-01-02,P088,Groceries,20.0,761.16,15223.2
O00461,C0033,2022-08-18,P100,Home,15.0,451.34,6770.1
O00462,C0055,2022-07-22,P050,Home,11.0,943.07,10373.77
O00463,C0168,2022-10-08,P130,Electronics,1.0,1420.85,1420.85
O00464,C0174,2023-06-08,P003,Electronics,15.0,63.08,946.2
O00465,C0147,2022-02-01,P014,Home,14.0,818.78,11462.92
O00466,C0105,2022-12-08,P115,Home,9.0,1038.26,9344.34
O00467,C0078,2023-02-10,P006,Books,6.0,1249.52,7497.12
O00468,C0181,2023-09-13,P066,Books,4.0,982.05,3928.2
O00469,C0021,2023-10-27,P038,Groceries,9.0,168.03,1512.27
O00470,C0097,2022-08-15,P001,Groceries,18.0,1437.58,25876.44
O00471,C0015,2023-10-16,P046,Groceries,4.0,1351.86,5407.44
O00472,C0189,2023-11-06,P107,Books,7.0,639.48,4476.36
O00473,C0030,2022-11-11,P107,Toys,19.0,936.95,17802.05
O00474,C0116,2022-08-08,P122,Fashion,13.0,1033.21,13431.73
O00475,C0027,2022-04-17,P081,Home,20.0,387.01,7740.2
O00476,C0156,2023-02-18,P101,Electronics,13.0,197.13,2562.69
O00477,C0032,2022-01-06,P047,Toys,6.0,133.36,800.16
O00478,C0200,2022-03-03,P089,Home,14.0,1440.56,20167.84
O00479,C0103,2022-08-21,P121,Toys,9.0,1442.13,12979.17
O00480,C0073,2022-09-17,P112,Fashion,14.0,976.51,13671.14
O00481,C0106,2023-12-27,P117,Home,2.0,1303.41,2606.82
O00482,C0122,2023-07-10,P079,Home,5.0,150.19,750.95
O00483,C0181,2023-04-11,P065,Electronics,11.0,807.21,8879.31
O00484,C0172,2023-02-10,P094,,,,17462.51
O00485,C0141,2022-02-13,P065,Toys,4.0,1328.22,5312.88
O00486,C0019,2022-03-18,P097,Groceries,6.0,1285.1,7710.6
O00487,C0087,2023-04-20,P051,Electronics,16.0,571.98,9151.68
O00488,C0018,2022-09-13,P010,,,,3999.05
O00489,C0076,2023-03-31,P039,Toys,3.0,1362.09,4086.27
O00490,C0032,2023-05-07,P069,Electronics,7.0,1193.26,8352.82
O00491,C0197,2023-05-02,P128,Toys,7.0,893.15,6252.05
O00492,C0116,2022-10-02,P017,Books,13.0,728.43,9469.59
O00493,C0187,2023-04-25,P100,Fashion,6.0,577.41,3464.46
O00494,C0134,2023-01-13,P005,Groceries,18.0,206.6,3718.8
O00495,C0007,2022-09-06,P063,Toys,10.0,412.45,4124.5
O00496,C0185,2022-08-04,P033,Toys,10.0,36.15,361.5
O00497,C0089,2022-11-29,P010,Books,3.0,857.32,2571.96
O00498,C0053,2023-07-10,P018,Home,9.0,1325.73,11931.57
O00499,C0090,2022-05-08,P018,Fashion,7.0,723.88,5067.16
O00500,C0072,2023-03-08,P078,Books,2.0,1217.22,2434.44
O00501,C0049,2023-12-11,P057,,,,51.5
O00502,C0019,2023-12-03,P074,Groceries,11.0,974.26,10716.86
O00503,C0073,2022-07-10,P029,Fashion,6.0,1034.09,6204.54
O00504,C0022,2023-05-27,P015,Home,3.0,1044.39,3133.17
O00505,C0190,2023-06-04,P075,Electronics,8.0,698.94,5591.52
O00506,C0058,2023-06-24,P075,Electronics,13.0,344.45,4477.85
O00507,C0068,2022-11-25,P103,Groceries,11.0,753.39,8287.29
O00508,C0167,2023-03-02,P083,Books,18.0,70.12,1262.16
O00509,C0090,2022-07-15,P027,Fashion,8.0,528.53,4228.24
O00510,C0101,2022-12-24,P051,Groceries,1.0,1019.72,1019.72
O00511,C0185,2022-07-28,P053,,,,3952.19
O00512,C0086,2023-01-09,P052,Books,9.0,337.19,3034.71
O00513,C0070,2022-02-11,P014,Books,14.0,966.93,13537.02
O00514,C0167,2023-09-20,P102,Groceries,17.0,367.57,6248.69
O00515,C0071,2022-08-19,P028,Groceries,20.0,714.4,14288.0
O00516,C0022,2022-08-04,P059,Books,13.0,783.12,10180.56
O00517,C0131,2023-07-02,P041,Groceries,16.0,570.03,9120.48
O00518,C0110,2022-08-24,P035,Electronics,1.0,65.71,65.71
O00519,C0131,2022-11-09,P003,,,,6006.22
O00520,C0098,2022-06-14,P042,Books,13.0,742.49,9652.37
O00521,C0031,2022-12-09,P069,Home,5.0,1412.09,7060.45
O00522,C0151,2022-02-03,P088,Fashion,15.0,977.37,14660.55
O00523,C0172,2023-10-17,P126,Electronics,5.0,812.1,4060.5
O00524,C0131,2022-06-15,P112,Fashion,13.0,184.75,2401.75
O00525,C0120,2023-12-02,P010,Toys,7.0,635.63,4449.41
O00526,C0122,2023-04-06,P013,Books,3.0,1020.3,3060.9
O00527,C0163,2022-03-14,P118,Fashion,5.0,700.01,3500.05
O00528,C0189,2023-08-16,P084,Groceries,20.0,943.28,18865.6
O00529,C0098,2022-11-16,P050,Groceries,17.0,349.97,5949.49
O00530,C0151,2023-05-18,P033,Toys,1.0,1428.58,1428.58
O00531,C0085,2023-05-24,P105,Electronics,16.0,1464.62,23433.92
O00532,C0129,2022-03-18,P058,Home,5.0,485.49,2427.45
O00533,C0017,2023-08-30,P001,Toys,2.0,114.43,228.86
O00534,C0118,2023-06-26,P111,Books,12.0,892.14,10705.68
O00535,C0151,2023-07-18,P035,Home,10.0,540.36,5403.6
O00536,C0056,2023-05-07,P064,Books,5.0,238.49,1192.45
O00537,C0191,2022-04-10,P108,Electronics,8.0,1107.31,8858.48
O00538,C0078,2023-11-16,P053,Electronics,18.0,1423.73,25627.14
O00539,C0071,2022-05-19,P081,Groceries,11.0,687.65,7564.15
O00540,C0044,2022-10-23,P057,Fashion,2.0,735.68,1471.36
O00541,C0200,2023-12-19,P009,Groceries,20.0,676.0,13520.0
O00542,C0009,2023-04-27,P072,Electronics,7.0,1102.14,7714.98
O00543,C0101,2023-01-21,P061,Toys,4.0,1458.72,5834.88
O00544,C0027,2023-06-04,P070,Home,14.0,263.45,3688.3
O00545,C0157,2022-04-18,P021,Electronics,4.0,1043.92,4175.68
O00546,C0045,2023-12-10,P007,Home,1.0,1261.46,1261.46
O00547,C0185,2022-11-29,P104,Toys,4.0,71.67,286.68
O00548,C0029,2022-08-05,P035,Home,13.0,39.49,513.37
O00549,C0151,2022-03-17,P022,Home,18.0,1241.33,22343.94
O00550,C0127,2022-10-01,P051,Books,5.0,977.09,4885.45
O00551,C0150,2022-04-23,P037,Electronics,13.0,1258.22,16356.86
O00552,C0041,2022-07-08,P011,Electronics,8.0,1264.23,10113.84
O00553,C0079,2023-01-06,P011,Fashion,18.0,1153.32,20759.76
O00554,C0123,2023-03-28,P007,Toys,12.0,540.74,6488.88
O00555,C0118,2022-07-28,P023,Electronics,14.0,990.8,13871.2
O00556,C0109,2022-12-22,P124,Groceries,17.0,1064.56,18097.52
O00557,C0060,2022-11-03,P048,Electronics,11.0,551.7,6068.7
O00558,C0179,2022-12-31,P034,Home,7.0,1010.24,7071.68
O00559,C0159,2023-03-21,P093,Groceries,3.0,373.68,1121.04
O00560,C0044,2022-06-12,P125,Fashion,2.0,970.93,1941.86
O00561,C0099,2022-10-07,P014,Home,20.0,92.51,1850.2
O00562,C0046,2023-06-03,P119,Books,6.0,679.23,4075.38
O00563,C0061,2023-02-24,P087,Home,15.0,562.02,8430.3
O00564,C0004,2022-09-03,P054,Fashion,3.0,1454.41,4363.23
O00565,C0038,2023-04-23,P025,Groceries,8.0,1429.24,11433.92
O00566,C0002,2023-05-18,P016,Electronics,8.0,737.53,5900.24
O00567,C0037,2022-04-07,P030,Electronics,3.0,1246.08,3738.24
O00568,C0068,2023-03-23,P091,Groceries,9.0,224.08,2016.72
O00569,C0099,2023-11-07,P130,,,,2096.9
O00570,C0170,2022-11-15,P088,Fashion,11.0,1174.35,12917.85
O00571,C0069,2023-11-24,P012,Groceries,12.0,1082.2,12986.4
O00572,C0060,2023-02-14,P077,Home,13.0,26.86,349.18
O00573,C0121,2022-06-29,P080,Fashion,9.0,1089.29,9803.61
O00574,C0063,2022-10-12,P103,Toys,20.0,1370.95,27419.0
O00575,C0146,2022-10-22,P013,Fashion,3.0,1330.83,3992.49
O00576,C0036,2022-01-12,P064,Electronics,17.0,539.53,9172.01
O00577,C0086,2023-02-05,P067,,,,1435.5
O00578,C0026,2023-07-03,P088,Books,2.0,1181.38,2362.76
O00579,C0198,2022-11-13,P098,Groceries,3.0,1067.77,3203.31
O00580,C0063,2023-06-14,P118,Books,20.0,459.62,9192.4
O00581,C0197,2022-11-17,P128,Books,6.0,556.31,3337.86
O00582,C0008,2022-12-02,P129,Electronics,1.0,1094.61,1094.61
O00583,C0100,2022-09-17,P069,,,,13797.54
O00584,C0115,2022-04-16,P040,Groceries,13.0,940.87,12231.31
O00585,C0130,2022-01-21,P001,Fashion,6.0,622.03,3732.18
O00586,C0060,2022-07-14,P092,Toys,8.0,700.8,5606.4
O00587,C0104,2023-07-07,P008,Electronics,16.0,683.42,10934.72
O00588,C0101,2022-10-13,P031,Electronics,14.0,288.62,4040.68
O00589,C0069,2023-10-11,P086,Home,2.0,918.37,1836.74
O00590,C0093,2022-04-15,P024,Fashion,19.0,940.19,17863.61
O00591,C0110,2022-05-08,P039,Toys,8.0,926.4,7411.2
O00592,C0178,2022-09-30,P031,Books,1.0,1416.28,1416.28
O00593,C0105,2023-07-03,P043,Fashion,4.0,611.08,2444.32
O00594,C0115,2022-10-17,P040,Groceries,13.0,1449.62,18845.06
O00595,C0094,2022-08-28,P034,Toys,3.0,1321.88,3965.64
O00596,C0172,2023-03-05,P079,Electronics,16.0,1387.38,22198.08
O00597,C0157,2023-11-20,P002,Home,16.0,397.06,6352.96
O00598,C0185,2023-03-09,P034,Electronics,6.0,1349.18,8095.08
O00599,C0022,2022-05-18,P025,Toys,8.0,380.73,3045.84
O00600,C0095,2023-01-17,P046,Electronics,2.0,1153.51,2307.02
O00601,C0180,2022-04-23,P020,Electronics,6.0,804.89,4829.34
O00602,C0060,2022-04-18,P042,Electronics,1.0,1114.27,1114.27
O00603,C0002,2022-09-13,P029,Home,16.0,1335.95,21375.2
O00604,C0081,2023-01-29,P006,Toys,19.0,275.85,5241.15
O00605,C0042,2023-02-18,P040,Groceries,10.0,1348.87,13488.7
O00606,C0161,2023-09-23,P017,Electronics,16.0,537.15,8594.4
O00607,C0178,2023-12-08,P101,Groceries,20.0,122.02,2440.4
O00608,C0045,2022-06-12,P001,Groceries,20.0,563.77,11275.4
O00609,C0071,2022-05-14,P041,Electronics,10.0,1234.73,12347.3
O00610,C0011,2023-11-26,P040,Home,1.0,836.57,836.57
O00611,C0127,2022-09-22,P049,Fashion,9.0,536.87,4831.83
O00612,C0182,2022-05-02,P016,Electronics,5.0,920.67,4603.35
O00613,C0034,2022-02-01,P114,Groceries,9.0,882.32,7940.88
O00614,C0182,2023-10-09,P001,Toys,2.0,623.04,1246.08
O00615,C0128,2022-01-01,P084,Electronics,18.0,1195.11,21511.98
O00616,C0181,2023-09-25,P071,Groceries,3.0,1205.9,3617.7
O00617,C0143,2023-02-18,P073,Books,20.0,233.97,4679.4
O00618,C0105,2022-03-08,P023,Fashion,1.0,640.51,640.51
O00619,C0025,2023-12-28,P038,Home,9.0,609.96,5489.64
O00620,C0075,2023-06-17,P030,Electronics,10.0,42.72,427.2
O00621,C0122,2022-11-02,P111,Books,18.0,1138.99,20501.82
O00622,C0031,2023-06-22,P087,,,,690.1
O00623,C0002,2023-12-15,P010,Fashion,15.0,47.06,705.9
O00624,C0092,2023-04-18,P007,,,,16536.41
O00625,C0097,2022-03-11,P068,,,,11588.25
O00626,C0180,2022-10-31,P101,Toys,14.0,786.31,11008.34
O00627,C0045,2022-12-02,P082,Groceries,19.0,729.05,13851.95
O00628,C0141,2022-11-07,P108,Fashion,7.0,1265.93,8861.51
O00629,C0121,2023-09-26,P015,Fashion,19.0,132.47,2516.93
O00630,C0047,2023-11-26,P092,Electronics,16.0,591.86,9469.76
O00631,C0133,2022-07-11,P103,Books,10.0,313.79,3137.9
O00632,C0088,2023-12-23,P053,Fashion,13.0,287.88,3742.44
O00633,C0111,2022-10-21,P009,Books,4.0,999.5,3998.0
O00634,C0066,2023-12-06,P045,Toys,7.0,917.42,6421.94
O00635,C0191,2022-02-28,P048,Fashion,10.0,655.58,6555.8
O00636,C0191,2022-08-03,P074,Home,12.0,712.89,8554.68
O00637,C0195,2022-07-21,P006,Groceries,3.0,1470.05,4410.15
O00638,C0132,2023-04-20,P012,Home,7.0,880.62,6164.34
O00639,C0005,2022-07-03,P040,Fashion,4.0,280.98,1123.92
O00640,C0036,2023-08-18,P042,Fashion,5.0,395.9,1979.5
O00641,C0101,2022-11-11,P088,Groceries,8.0,1100.54,8804.32
O00642,C0163,2023-04-10,P064,Groceries,9.0,37.85,340.65
O00643,C0094,2022-08-01,P097,Groceries,13.0,331.12,4304.56
O00644,C0033,2023-07-16,P042,Toys,7.0,525.32,3677.24
O00645,C0094,2022-01-24,P043,Electronics,4.0,1237.72,4950.88
O00646,C0196,2023-04-10,P026,Groceries,17.0,855.52,14543.84
O00647,C0161,2023-01-02,P081,Groceries,13.0,352.57,4583.41
O00648,C0079,2022-05-07,P063,Electronics,1.0,365.08,365.08
O00649,C0148,2022-06-25,P045,Groceries,4.0,1011.75,4047.0
O00650,C0035,2023-03-17,P039,Toys,18.0,1016.85,18303.3
O00651,C0088,2022-10-26,P070,Fashion,20.0,448.91,8978.2
O00652,C0007,2023-08-05,P091,Toys,7.0,966.58,6766.06
O00653,C0005,2023-06-15,P027,Groceries,2.0,1135.42,2270.84
O00654,C0123,2022-02-04,P100,Books,17.0,1234.18,20981.06
O00655,C0044,2023-04-17,P090,Electronics,17.0,1254.14,21320.38
O00656,C0118,2022-11-19,P042,Fashion,12.0,922.3,11067.6
O00657,C0194,2023-12-20,P102,Groceries,7.0,919.2,6434.4
O00658,C0050,2023-06-05,P032,Electronics,4.0,635.34,2541.36
O00659,C0007,2022-05-18,P106,Home,4.0,428.1,1712.4
O00660,C0033,2022-11-06,P124,Home,9.0,442.42,3981.78
O00661,C0165,2022-07-26,P004,Fashion,16.0,739.94,11839.04
O00662,C0103,2022-02-19,P088,Electronics,11.0,129.24,1421.64
O00663,C0009,2023-09-27,P068,Books,18.0,1393.27,25078.86
O00664,C0053,2022-08-28,P019,Home,13.0,335.93,4367.09
O00665,C0113,2023-05-31,P094,Groceries,4.0,642.25,2569.0
O00666,C0017,2022-12-19,P099,Fashion,2.0,1185.85,2371.7
O00667,C0033,2023-09-12,P055,Fashion,19.0,917.41,17430.79
O00668,C0172,2022-07-22,P093,Fashion,5.0,548.44,2742.2
O00669,C0070,2023-12-02,P062,,,,1434.27
O00670,C0179,2022-03-23,P090,Home,15.0,1185.17,17777.55
O00671,C0115,2022-11-22,P003,Books,12.0,993.87,11926.44
O00672,C0054,2022-05-11,P129,Books,4.0,775.3,3101.2
O00673,C0154,2022-04-18,P067,Electronics,15.0,1027.9,15418.5
O00674,C0014,2022-11-20,P010,,,,2576.56
O00675,C0107,2022-11-08,P011,Books,6.0,1016.82,6100.92
O00676,C0134,2022-07-07,P117,Books,14.0,152.09,2129.26
O00677,C0139,2023-01-09,P089,Electronics,19.0,77.86,1479.34
O00678,C0173,2023-02-05,P025,Fashion,2.0,446.65,893.3
O00679,C0007,2022-02-15,P121,Fashion,5.0,1343.24,6716.2
O00680,C0134,2022-09-21,P019,Home,5.0,1435.61,7178.05
O00681,C0020,2022-11-03,P039,Fashion,5.0,206.84,1034.2
O00682,C0045,2023-03-16,P016,Books,4.0,1350.56,5402.24
O00683,C0069,2022-06-15,P023,Home,4.0,18.35,73.4
O00684,C0095,2022-05-21,P099,Toys,20.0,749.63,14992.6
O00685,C0056,2023-10-31,P091,Books,4.0,1475.64,5902.56
O00686,C0124,2023-04-07,P057,Toys,8.0,1006.16,8049.28
O00687,C0066,2023-03-03,P081,Electronics,20.0,1418.75,28375.0
O00688,C0031,2023-11-18,P099,Toys,2.0,162.19,324.38
O00689,C0090,2022-03-05,P042,Fashion,17.0,475.77,8088.09
O00690,C0128,2022-08-02,P094,Books,9.0,480.89,4328.01
O00691,C0004,2022-12-14,P077,Books,13.0,1257.72,16350.36
O00692,C0092,2022-10-04,P029,Groceries,4.0,977.72,3910.88
O00693,C0017,2022-02-15,P122,Home,8.0,607.26,4858.08
O00694,C0043,2022-03-29,P037,Fashion,3.0,862.29,2586.87
O00695,C0095,2022-11-28,P117,Books,19.0,778.79,14797.01
O00696,C0044,2023-10-07,P062,Toys,7.0,955.03,6685.21
O00697,C0040,2023-10-20,P033,Electronics,2.0,215.68,431.36
O00698,C0160,2023-11-23,P084,Books,15.0,47.7,715.5
O00699,C0163,2022-02-13,P090,Fashion,14.0,1325.29,18554.06
O00700,C0070,2022-01-20,P070,Groceries,14.0,333.14,4663.96
O00701,C0119,2023-03-15,P087,Home,19.0,70.57,1340.83
O00702,C0181,2023-07-23,P100,Home,18.0,1402.32,25241.76
O00703,C0108,2022-12-21,P018,Home,18.0,1367.67,24618.06
O00704,C0160,2023-07-02,P038,Fashion,3.0,515.88,1547.64
O00705,C0038,2022-06-10,P130,Toys,4.0,132.14,528.56
O00706,C0106,2023-07-18,P008,Home,8.0,1381.95,11055.6
O00707,C0140,2022-02-28,P041,Books,7.0,652.04,4564.28
O00708,C0170,2023-10-12,P040,Books,13.0,331.61,4310.93
O00709,C0102,2022-07-09,P032,Fashion,1.0,1019.16,1019.16
O00710,C0178,2022-10-24,P090,Electronics,10.0,745.43,7454.3
O00711,C0109,2022-12-17,P093,Groceries,1.0,584.34,584.34
O00712,C0147,2022-01-21,P012,Toys,5.0,1375.81,6879.05
O00713,C0038,2022-07-06,P008,Fashion,15.0,965.44,14481.6
O00714,C0007,2023-09-21,P034,,,,4816.2
O00715,C0144,2023-10-08,P122,Toys,3.0,1436.04,4308.12
O00716,C0123,2022-07-04,P013,Groceries,16.0,312.1,4993.6
O00717,C0061,2023-02-23,P119,Fashion,14.0,460.63,6448.82
O00718,C0062,2022-04-03,P041,Toys,10.0,818.42,8184.2
O00719,C0001,2022-04-04,P020,Fashion,6.0,1454.32,8725.92
O00720,C0146,2023-09-03,P121,Groceries,20.0,1116.96,22339.2
O00721,C0137,2023-09-25,P044,Electronics,19.0,210.29,3995.51
O00722,C0183,2022-06-27,P103,Home,12.0,1489.02,17868.24
O00723,C0006,2022-12-14,P009,Groceries,4.0,669.28,2677.12
O00724,C0056,2022-05-16,P107,Electronics,20.0,396.32,7926.4
O00725,C0181,2022-06-04,P006,Groceries,3.0,1314.41,3943.23
O00726,C0082,2023-12-16,P028,Toys,6.0,569.51,3417.06
O00727,C0115,2023-01-11,P014,Electronics,12.0,528.03,6336.36
O00728,C0009,2023-02-19,P031,Home,16.0,713.17,11410.72
O00729,C0123,2023-07-03,P042,Fashion,5.0,161.11,805.55
O00730,C0151,2022-11-01,P104,Groceries,2.0,500.78,1001.56
O00731,C0130,2022-05-18,P002,Electronics,5.0,1180.52,5902.6
O00732,C0014,2022-11-13,P001,Fashion,5.0,899.49,4497.45
O00733,C0168,2022-10-03,P028,Groceries,1.0,33.07,33.07
O00734,C0098,2023-06-17,P123,,,,19265.62
O00735,C0116,2022-07-02,P072,Home,11.0,1041.92,11461.12
O00736,C0129,2022-05-26,P108,,,,2359.1
O00737,C0197,2023-12-12,P013,Toys,11.0,698.71,7685.81
O00738,C0036,2022-01-10,P078,Toys,10.0,692.6,6926.0
O00739,C0111,2022-02-15,P009,Electronics,17.0,69.8,1186.6
O00740,C0006,2023-08-09,P057,Toys,10.0,357.68,3576.8
O00741,C0036,2022-07-25,P071,Books,3.0,982.96,2948.88
O00742,C0148,2023-12-08,P106,Home,10.0,345.85,3458.5
O00743,C0120,2022-12-05,P019,Home,13.0,620.22,8062.86
O00744,C0058,2022-10-22,P116,Toys,16.0,1411.49,22583.84
O00745,C0191,2023-02-05,P068,Groceries,2.0,1348.82,2697.64
O00746,C0057,2022-09-22,P072,Fashion,10.0,937.22,9372.2
O00747,C0150,2023-01-01,P124,Fashion,8.0,96.94,775.52
O00748,C0035,2022-11-09,P042,Fashion,20.0,806.49,16129.8
O00749,C0116,2022-06-04,P079,Home,13.0,242.24,3149.12
O00750,C0101,2023-02-03,P036,Toys,19.0,1431.44,27197.36
O00751,C0108,2023-01-20,P074,Electronics,5.0,165.96,829.8
O00752,C0150,2023-05-17,P061,Books,6.0,1325.83,7954.98
O00753,C0165,2022-01-19,P121,Groceries,14.0,320.4,4485.6
O00754,C0021,2022-01-21,P126,Toys,2.0,755.19,1510.38
O00755,C0039,2023-07-04,P072,Electronics,10.0,623.02,6230.2
O00756,C0024,2023-09-28,P031,Books,20.0,446.18,8923.6
O00757,C0144,2023-06-25,P019,Books,13.0,73.5,955.5
O00758,C0143,2022-09-06,P096,Toys,12.0,163.27,1959.24
O00759,C0069,2023-09-14,P113,Toys,9.0,218.15,1963.35
O00760,C0018,2022-07-06,P063,Books,3.0,1423.03,4269.09
O00761,C0003,2023-05-16,P085,Groceries,11.0,1373.16,15104.76
O00762,C0127,2023-07-29,P011,Toys,14.0,1154.65,16165.1
O00763,C0096,2023-04-12,P080,Toys,14.0,1243.15,17404.1
O00764,C0169,2023-04-11,P086,Groceries,10.0,458.23,4582.3
O00765,C0172,2022-04-08,P009,,,,17160.48
O00766,C0073,2023-09-22,P107,,,,12834.15
O00767,C0199,2022-09-05,P128,Books,20.0,1094.48,21889.6
O00768,C0126,2022-03-08,P007,Books,2.0,1179.37,2358.74
O00769,C0137,2023-11-02,P116,Home,17.0,647.27,11003.59
O00770,C0076,2023-07-26,P036,Home,5.0,38.73,193.65
O00771,C0006,2023-09-21,P109,Books,16.0,1048.03,16768.48
O00772,C0071,2022-01-31,P070,Toys,8.0,165.36,1322.88
O00773,C0031,2022-10-08,P077,Home,3.0,14.56,43.68
O00774,C0142,2023-08-26,P084,Home,16.0,211.9,3390.4
O00775,C0074,2022-07-21,P005,Books,20.0,133.73,2674.6
O00776,C0065,2022-10-15,P088,Fashion,14.0,508.21,7114.94
O00777,C0159,2023-09-24,P096,Toys,19.0,1468.42,27899.98
O00778,C0114,2023-11-14,P076,Groceries,12.0,1297.67,15572.04
O00779,C0133,2022-11-08,P036,Toys,20.0,979.19,19583.8
O00780,C0035,2023-04-07,P002,Home,11.0,1107.67,12184.37
O00781,C0025,2022-07-12,P041,Home,18.0,1323.9,23830.2
O00782,C0132,2022-03-03,P004,Home,2.0,29.53,59.06
O00783,C0072,2022-06-16,P086,Toys,14.0,1135.1,15891.4
O00784,C0083,2022-03-17,P040,Books,18.0,963.0,17334.0
O00785,C0103,2022-01-13,P097,Books,8.0,604.77,4838.16
O00786,C0069,2023-09-23,P038,Books,17.0,793.68,13492.56
O00787,C0124,2023-07-15,P053,Electronics,15.0,721.61,10824.15
O00788,C0033,2023-04-25,P102,Books,7.0,712.91,4990.37
O00789,C0062,2023-06-22,P053,Home,3.0,719.47,2158.41
O00790,C0195,2023-09-27,P037,Electronics,8.0,1357.44,10859.52
O00791,C0085,2023-08-09,P127,Groceries,1.0,1252.05,1252.05
O00792,C0071,2023-08-02,P073,Groceries,2.0,1290.94,2581.88
O00793,C0048,2022-12-27,P046,Home,4.0,1094.24,4376.96
O00794,C0180,2023-12-04,P112,Books,3.0,508.38,1525.14
O00795,C0005,2023-01-22,P048,,,,17547.23
O00796,C0141,2022-07-10,P006,,,,2655.52
O00797,C0116,2023-04-24,P113,Home,5.0,1463.38,7316.9
O00798,C0142,2023-01-11,P052,Home,6.0,1481.28,8887.68
O00799,C0091,2022-11-09,P043,Groceries,12.0,1135.56,13626.72
O00800,C0089,2022-10-09,P046,,,,6328.16
O00801,C0149,2023-08-27,P078,Books,8.0,192.94,1543.52
